use_home_adv,sparse_threshold,lookback_years,half_life,floor,lam,clamped,pooled_rps,pooled_brier,rps_2018,rps_2022
False,20,6.0,12.0,0.1,0.0001582527809497592,False,0.19265721359307653,0.5586964047365541,0.18561768697863154,0.1996967402075215
False,20,6.0,12.0,0.05,0.0001582527809497592,False,0.19265721359307653,0.5586964047365541,0.18561768697863154,0.1996967402075215
False,20,6.0,12.0,0.0,0.0001582527809497592,False,0.19265721359307653,0.5586964047365541,0.18561768697863154,0.1996967402075215
False,15,7.0,8.0,0.05,0.0002373791714246388,False,0.19273274375408148,0.5586482218654336,0.18476829393275446,0.2006971935754085
False,15,7.0,8.0,0.1,0.0002373791714246388,False,0.19273274375408148,0.5586482218654336,0.18476829393275446,0.2006971935754085
False,15,7.0,8.0,0.2,0.0002373791714246388,False,0.19273274375408148,0.5586482218654336,0.18476829393275446,0.2006971935754085
False,15,7.0,8.0,0.0,0.0002373791714246388,False,0.19273274375408148,0.5586482218654336,0.18476829393275446,0.2006971935754085
False,20,7.0,8.0,0.05,0.0002373791714246388,False,0.19284225030581614,0.5593414761900883,0.18492921505015192,0.20075528556148037
False,20,7.0,8.0,0.2,0.0002373791714246388,False,0.19284225030581614,0.5593414761900883,0.18492921505015192,0.20075528556148037
False,20,7.0,8.0,0.1,0.0002373791714246388,False,0.19284225030581614,0.5593414761900883,0.18492921505015192,0.20075528556148037
False,20,7.0,8.0,0.0,0.0002373791714246388,False,0.19284225030581614,0.5593414761900883,0.18492921505015192,0.20075528556148037
False,15,8.0,5.0,0.2,0.00037980667427942207,True,0.1930287378069268,0.557964025513094,0.1857426193269045,0.20031485628694912
False,15,8.0,5.0,0.1,0.00037980667427942207,True,0.1930287378069268,0.557964025513094,0.1857426193269045,0.20031485628694912
False,15,8.0,5.0,0.05,0.00037980667427942207,True,0.1930287378069268,0.557964025513094,0.1857426193269045,0.20031485628694912
False,15,8.0,5.0,0.0,0.00037980667427942207,True,0.1930287378069268,0.557964025513094,0.1857426193269045,0.20031485628694912
True,15,8.0,12.0,0.05,0.0001582527809497592,True,0.19304371517687943,0.5577099609237817,0.18617162493989675,0.1999158054138621
True,15,8.0,12.0,0.0,0.0001582527809497592,True,0.19304371517687943,0.5577099609237817,0.18617162493989675,0.1999158054138621
True,15,8.0,12.0,0.1,0.0001582527809497592,True,0.19304371517687943,0.5577099609237817,0.18617162493989675,0.1999158054138621
True,15,8.0,12.0,0.2,0.0001582527809497592,True,0.19304371517687943,0.5577099609237817,0.18617162493989675,0.1999158054138621
False,15,6.0,8.0,0.1,0.0002373791714246388,False,0.19306359227866587,0.5591865077427312,0.1859602220197635,0.20016696253756822
False,15,6.0,8.0,0.05,0.0002373791714246388,False,0.19306359227866587,0.5591865077427312,0.1859602220197635,0.20016696253756822
False,15,6.0,8.0,0.0,0.0002373791714246388,False,0.19306359227866587,0.5591865077427312,0.1859602220197635,0.20016696253756822
False,15,6.0,8.0,0.2,0.0002373791714246388,False,0.19306359227866587,0.5591865077427312,0.1859602220197635,0.20016696253756822
False,20,6.0,8.0,0.2,0.0002373791714246388,False,0.19315738618502953,0.5598397486335185,0.1861410191666418,0.20017375320341727
False,20,6.0,8.0,0.0,0.0002373791714246388,False,0.19315738618502953,0.5598397486335185,0.1861410191666418,0.20017375320341727
False,20,6.0,8.0,0.05,0.0002373791714246388,False,0.19315738618502953,0.5598397486335185,0.1861410191666418,0.20017375320341727
False,20,6.0,8.0,0.1,0.0002373791714246388,False,0.19315738618502953,0.5598397486335185,0.1861410191666418,0.20017375320341727
False,20,8.0,5.0,0.1,0.00037980667427942207,True,0.19331558751548766,0.5585759972274887,0.1850552076959255,0.2015759673350498
False,20,8.0,5.0,0.0,0.00037980667427942207,True,0.19331558751548766,0.5585759972274887,0.1850552076959255,0.2015759673350498
False,20,8.0,5.0,0.05,0.00037980667427942207,True,0.19331558751548766,0.5585759972274887,0.1850552076959255,0.2015759673350498
False,20,8.0,5.0,0.2,0.00037980667427942207,True,0.19331558751548766,0.5585759972274887,0.1850552076959255,0.2015759673350498
True,15,8.0,8.0,0.1,0.0002373791714246388,True,0.1934954071436933,0.5589702961572047,0.18664917935181874,0.20034163493556784
True,15,8.0,8.0,0.2,0.0002373791714246388,True,0.1934954071436933,0.5589702961572047,0.18664917935181874,0.20034163493556784
True,15,8.0,8.0,0.0,0.0002373791714246388,True,0.1934954071436933,0.5589702961572047,0.18664917935181874,0.20034163493556784
True,15,8.0,8.0,0.05,0.0002373791714246388,True,0.1934954071436933,0.5589702961572047,0.18664917935181874,0.20034163493556784
False,15,7.0,5.0,0.0,0.00037980667427942207,False,0.19366894317474667,0.5608054314089528,0.1858608922391809,0.20147699411031245
False,15,7.0,5.0,0.05,0.00037980667427942207,False,0.19366894317474667,0.5608054314089528,0.1858608922391809,0.20147699411031245
False,15,7.0,5.0,0.1,0.00037980667427942207,False,0.19366894317474667,0.5608054314089528,0.1858608922391809,0.20147699411031245
False,15,7.0,5.0,0.2,0.00037980667427942207,False,0.19366894317474667,0.5608054314089528,0.1858608922391809,0.20147699411031245
False,20,7.0,5.0,0.0,0.00037980667427942207,False,0.19378282055365686,0.5614799227848112,0.18600997155361526,0.20155566955369847
False,20,7.0,5.0,0.1,0.00037980667427942207,False,0.19378282055365686,0.5614799227848112,0.18600997155361526,0.20155566955369847
False,20,7.0,5.0,0.2,0.00037980667427942207,False,0.19378282055365686,0.5614799227848112,0.18600997155361526,0.20155566955369847
False,20,7.0,5.0,0.05,0.00037980667427942207,False,0.19378282055365686,0.5614799227848112,0.18600997155361526,0.20155566955369847
False,15,6.0,5.0,0.05,0.00037980667427942207,False,0.19400313001763952,0.561363165062935,0.1869428674706261,0.20106339256465294
False,15,6.0,5.0,0.1,0.00037980667427942207,False,0.19400313001763952,0.561363165062935,0.1869428674706261,0.20106339256465294
False,15,6.0,5.0,0.2,0.00037980667427942207,False,0.19400313001763952,0.561363165062935,0.1869428674706261,0.20106339256465294
False,15,6.0,5.0,0.0,0.00037980667427942207,False,0.19400313001763952,0.561363165062935,0.1869428674706261,0.20106339256465294
False,20,6.0,5.0,0.2,0.00037980667427942207,False,0.19410268379027273,0.5619998568077859,0.18710149480928745,0.20110387277125802
False,20,6.0,5.0,0.1,0.00037980667427942207,False,0.19410268379027273,0.5619998568077859,0.18710149480928745,0.20110387277125802
False,20,6.0,5.0,0.05,0.00037980667427942207,False,0.19410268379027273,0.5619998568077859,0.18710149480928745,0.20110387277125802
False,20,6.0,5.0,0.0,0.00037980667427942207,False,0.19410268379027273,0.5619998568077859,0.18710149480928745,0.20110387277125802
True,20,8.0,12.0,0.05,0.0001582527809497592,True,0.1942025793311037,0.5604528263447686,0.18618619034413206,0.20221896831807534
True,20,8.0,12.0,0.0,0.0001582527809497592,True,0.1942025793311037,0.5604528263447686,0.18618619034413206,0.20221896831807534
True,20,8.0,12.0,0.1,0.0001582527809497592,True,0.1942025793311037,0.5604528263447686,0.18618619034413206,0.20221896831807534
True,20,8.0,12.0,0.2,0.0001582527809497592,True,0.1942025793311037,0.5604528263447686,0.18618619034413206,0.20221896831807534
True,15,8.0,5.0,0.0,0.00037980667427942207,True,0.19439942657672293,0.5614165465604241,0.18758982310125005,0.20120903005219581
True,15,8.0,5.0,0.05,0.00037980667427942207,True,0.19439942657672293,0.5614165465604241,0.18758982310125005,0.20120903005219581
True,15,8.0,5.0,0.1,0.00037980667427942207,True,0.19439942657672293,0.5614165465604241,0.18758982310125005,0.20120903005219581
True,15,8.0,5.0,0.2,0.00037980667427942207,True,0.19439942657672293,0.5614165465604241,0.18758982310125005,0.20120903005219581
True,15,7.0,12.0,0.2,0.0001582527809497592,False,0.19453159824073527,0.5636599757791612,0.18659436712676214,0.2024688293547084
True,15,7.0,12.0,0.1,0.0001582527809497592,False,0.19453159824073527,0.5636599757791612,0.18659436712676214,0.2024688293547084
True,15,7.0,12.0,0.05,0.0001582527809497592,False,0.19453159824073527,0.5636599757791612,0.18659436712676214,0.2024688293547084
True,15,7.0,12.0,0.0,0.0001582527809497592,False,0.19453159824073527,0.5636599757791612,0.18659436712676214,0.2024688293547084
True,20,7.0,12.0,0.2,0.0001582527809497592,False,0.19453960891486918,0.5640837456148822,0.18659436712676214,0.20248485070297623
True,20,7.0,12.0,0.1,0.0001582527809497592,False,0.19453960891486918,0.5640837456148822,0.18659436712676214,0.20248485070297623
True,20,7.0,12.0,0.05,0.0001582527809497592,False,0.19453960891486918,0.5640837456148822,0.18659436712676214,0.20248485070297623
True,20,7.0,12.0,0.0,0.0001582527809497592,False,0.19453960891486918,0.5640837456148822,0.18659436712676214,0.20248485070297623
False,15,8.0,3.0,0.2,0.0006330111237990368,True,0.19458474245528523,0.5616034441119566,0.18762287176994036,0.2015466131406301
True,20,8.0,8.0,0.05,0.0002373791714246388,True,0.1946488890730554,0.5617085060055953,0.18666494567994374,0.20263283246616703
True,20,8.0,8.0,0.0,0.0002373791714246388,True,0.1946488890730554,0.5617085060055953,0.18666494567994374,0.20263283246616703
True,20,8.0,8.0,0.1,0.0002373791714246388,True,0.1946488890730554,0.5617085060055953,0.18666494567994374,0.20263283246616703
True,20,8.0,8.0,0.2,0.0002373791714246388,True,0.1946488890730554,0.5617085060055953,0.18666494567994374,0.20263283246616703
False,15,8.0,3.0,0.0,0.0006330111237990368,True,0.19473312885947164,0.5622348739350556,0.18758152288315147,0.20188473483579178
False,15,8.0,3.0,0.05,0.0006330111237990368,True,0.19473312885947164,0.5622348739350556,0.18758152288315147,0.20188473483579178
False,15,8.0,3.0,0.1,0.0006330111237990368,True,0.19473312885947164,0.5622348739350556,0.18758152288315147,0.20188473483579178
True,20,6.0,12.0,0.0,0.0001582527809497592,False,0.194817442123508,0.5644953935647181,0.1877982047028639,0.2018366795441521
True,20,6.0,12.0,0.05,0.0001582527809497592,False,0.194817442123508,0.5644953935647181,0.1877982047028639,0.2018366795441521
True,20,6.0,12.0,0.2,0.0001582527809497592,False,0.194817442123508,0.5644953935647181,0.1877982047028639,0.2018366795441521
True,20,6.0,12.0,0.1,0.0001582527809497592,False,0.194817442123508,0.5644953935647181,0.1877982047028639,0.2018366795441521
True,15,6.0,12.0,0.1,0.0001582527809497592,False,0.1948410607302642,0.5641517731201069,0.1877982047028639,0.20188391675766448
True,15,6.0,12.0,0.05,0.0001582527809497592,False,0.1948410607302642,0.5641517731201069,0.1877982047028639,0.20188391675766448
True,15,6.0,12.0,0.0,0.0001582527809497592,False,0.1948410607302642,0.5641517731201069,0.1877982047028639,0.20188391675766448
True,15,6.0,12.0,0.2,0.0001582527809497592,False,0.1948410607302642,0.5641517731201069,0.1877982047028639,0.20188391675766448
True,15,7.0,8.0,0.05,0.0002373791714246388,False,0.19497380343995502,0.5647140420621815,0.18706403899065616,0.2028835678892539
True,15,7.0,8.0,0.2,0.0002373791714246388,False,0.19497380343995502,0.5647140420621815,0.18706403899065616,0.2028835678892539
True,15,7.0,8.0,0.1,0.0002373791714246388,False,0.19497380343995502,0.5647140420621815,0.18706403899065616,0.2028835678892539
True,15,7.0,8.0,0.0,0.0002373791714246388,False,0.19497380343995502,0.5647140420621815,0.18706403899065616,0.2028835678892539
True,20,7.0,8.0,0.05,0.0002373791714246388,False,0.19498594374123018,0.5651383718735308,0.18706403899065616,0.20290784849180418
True,20,7.0,8.0,0.1,0.0002373791714246388,False,0.19498594374123018,0.5651383718735308,0.18706403899065616,0.20290784849180418
True,20,7.0,8.0,0.2,0.0002373791714246388,False,0.19498594374123018,0.5651383718735308,0.18706403899065616,0.20290784849180418
True,20,7.0,8.0,0.0,0.0002373791714246388,False,0.19498594374123018,0.5651383718735308,0.18706403899065616,0.20290784849180418
False,20,8.0,3.0,0.05,0.0006330111237990368,True,0.1950789518064802,0.5630495857602879,0.18695147924214028,0.2032064243708201
False,20,8.0,3.0,0.0,0.0006330111237990368,True,0.1950789518064802,0.5630495857602879,0.18695147924214028,0.2032064243708201
False,20,8.0,3.0,0.1,0.0006330111237990368,True,0.1950789518064802,0.5630495857602879,0.18695147924214028,0.2032064243708201
False,20,8.0,3.0,0.2,0.0006330111237990368,True,0.1951236793076589,0.5628179392363042,0.18705791123719923,0.20318944737811856
True,20,6.0,8.0,0.1,0.0002373791714246388,False,0.19527864746000076,0.565587635170669,0.18821273550902723,0.2023445594109743
True,20,6.0,8.0,0.05,0.0002373791714246388,False,0.19527864746000076,0.565587635170669,0.18821273550902723,0.2023445594109743
True,20,6.0,8.0,0.2,0.0002373791714246388,False,0.19527864746000076,0.565587635170669,0.18821273550902723,0.2023445594109743
True,20,6.0,8.0,0.0,0.0002373791714246388,False,0.19527864746000076,0.565587635170669,0.18821273550902723,0.2023445594109743
True,15,6.0,8.0,0.1,0.0002373791714246388,False,0.1952916334784971,0.5652295449207825,0.18821273550902723,0.202370531447967
True,15,6.0,8.0,0.2,0.0002373791714246388,False,0.1952916334784971,0.5652295449207825,0.18821273550902723,0.202370531447967
True,15,6.0,8.0,0.0,0.0002373791714246388,False,0.1952916334784971,0.5652295449207825,0.18821273550902723,0.202370531447967
True,15,6.0,8.0,0.05,0.0002373791714246388,False,0.1952916334784971,0.5652295449207825,0.18821273550902723,0.202370531447967
False,15,7.0,3.0,0.2,0.0006330111237990368,False,0.19549823977379158,0.564974449726896,0.18782734823696978,0.20316913131061337
False,15,7.0,3.0,0.1,0.0006330111237990368,False,0.1955057729367662,0.565010438494439,0.18783342041202356,0.20317812546150882
False,15,7.0,3.0,0.05,0.0006330111237990368,False,0.1955057729367662,0.565010438494439,0.18783342041202356,0.20317812546150882
False,15,7.0,3.0,0.0,0.0006330111237990368,False,0.1955057729367662,0.565010438494439,0.18783342041202356,0.20317812546150882
True,20,8.0,5.0,0.2,0.00037980667427942207,True,0.195552785743094,0.5641735693342775,0.1876050990393779,0.20350047244681013
True,20,8.0,5.0,0.1,0.00037980667427942207,True,0.195552785743094,0.5641735693342775,0.1876050990393779,0.20350047244681013
True,20,8.0,5.0,0.05,0.00037980667427942207,True,0.195552785743094,0.5641735693342775,0.1876050990393779,0.20350047244681013
True,20,8.0,5.0,0.0,0.00037980667427942207,True,0.195552785743094,0.5641735693342775,0.1876050990393779,0.20350047244681013
False,20,7.0,3.0,0.2,0.0006330111237990368,False,0.19561625261560184,0.565595811948378,0.18794805189135655,0.20328445333984713
False,20,7.0,3.0,0.05,0.0006330111237990368,False,0.19562343693103804,0.5656308478548471,0.18795539301053726,0.2032914808515388
False,20,7.0,3.0,0.0,0.0006330111237990368,False,0.19562343693103804,0.5656308478548471,0.18795539301053726,0.2032914808515388
False,20,7.0,3.0,0.1,0.0006330111237990368,False,0.19562343693103804,0.5656308478548471,0.18795539301053726,0.2032914808515388
False,15,6.0,3.0,0.1,0.0006330111237990368,False,0.19579949649967393,0.5654940448564245,0.18868997737123247,0.20290901562811542
False,15,6.0,3.0,0.0,0.0006330111237990368,False,0.19579949649967393,0.5654940448564245,0.18868997737123247,0.20290901562811542
False,15,6.0,3.0,0.05,0.0006330111237990368,False,0.19579949649967393,0.5654940448564245,0.18868997737123247,0.20290901562811542
False,15,6.0,3.0,0.2,0.0006330111237990368,False,0.19579949649967393,0.5654940448564245,0.18868997737123247,0.20290901562811542
True,15,7.0,5.0,0.1,0.00037980667427942207,False,0.19584448201972515,0.5667823637402223,0.1879469705042231,0.20374199353522723
True,15,7.0,5.0,0.05,0.00037980667427942207,False,0.19584448201972515,0.5667823637402223,0.1879469705042231,0.20374199353522723
True,15,7.0,5.0,0.2,0.00037980667427942207,False,0.19584448201972515,0.5667823637402223,0.1879469705042231,0.20374199353522723
True,15,7.0,5.0,0.0,0.00037980667427942207,False,0.19584448201972515,0.5667823637402223,0.1879469705042231,0.20374199353522723
True,20,7.0,5.0,0.2,0.00037980667427942207,False,0.19586672076649156,0.5672061507106225,0.1879469705042231,0.20378647102876002
True,20,7.0,5.0,0.1,0.00037980667427942207,False,0.19586672076649156,0.5672061507106225,0.1879469705042231,0.20378647102876002
True,20,7.0,5.0,0.0,0.00037980667427942207,False,0.19586672076649156,0.5672061507106225,0.1879469705042231,0.20378647102876002
True,20,7.0,5.0,0.05,0.00037980667427942207,False,0.19586672076649156,0.5672061507106225,0.1879469705042231,0.20378647102876002
False,20,6.0,3.0,0.1,0.0006330111237990368,False,0.1959122639786566,0.5661007539429128,0.1888175337570555,0.2030069942002577
False,20,6.0,3.0,0.2,0.0006330111237990368,False,0.1959122639786566,0.5661007539429128,0.1888175337570555,0.2030069942002577
False,20,6.0,3.0,0.05,0.0006330111237990368,False,0.1959122639786566,0.5661007539429128,0.1888175337570555,0.2030069942002577
False,20,6.0,3.0,0.0,0.0006330111237990368,False,0.1959122639786566,0.5661007539429128,0.1888175337570555,0.2030069942002577
True,15,8.0,3.0,0.2,0.0006330111237990368,True,0.1961437362699729,0.5655929017777455,0.18970097464019642,0.2025864978997494
True,15,6.0,5.0,0.2,0.00037980667427942207,False,0.19616151799301046,0.5673021052580597,0.18899242565167773,0.2033306103343432
True,15,6.0,5.0,0.1,0.00037980667427942207,False,0.19616151799301046,0.5673021052580597,0.18899242565167773,0.2033306103343432
True,15,6.0,5.0,0.05,0.00037980667427942207,False,0.19616151799301046,0.5673021052580597,0.18899242565167773,0.2033306103343432
True,15,6.0,5.0,0.0,0.00037980667427942207,False,0.19616151799301046,0.5673021052580597,0.18899242565167773,0.2033306103343432
True,20,6.0,5.0,0.2,0.00037980667427942207,False,0.19616424019686962,0.5676715244766793,0.18899242565167773,0.2033360547420615
True,20,6.0,5.0,0.0,0.00037980667427942207,False,0.19616424019686962,0.5676715244766793,0.18899242565167773,0.2033360547420615
True,20,6.0,5.0,0.1,0.00037980667427942207,False,0.19616424019686962,0.5676715244766793,0.18899242565167773,0.2033360547420615
True,20,6.0,5.0,0.05,0.00037980667427942207,False,0.19616424019686962,0.5676715244766793,0.18899242565167773,0.2033360547420615
True,15,8.0,3.0,0.1,0.0006330111237990368,True,0.19620612061761,0.5661005679853723,0.18945065153954777,0.2029615896956722
True,15,8.0,3.0,0.05,0.0006330111237990368,True,0.19620612061761,0.5661005679853723,0.18945065153954777,0.2029615896956722
True,15,8.0,3.0,0.0,0.0006330111237990368,True,0.19620612061761,0.5661005679853723,0.18945065153954777,0.2029615896956722
True,20,8.0,3.0,0.0,0.0006330111237990368,True,0.19742858804688262,0.5690689952788854,0.18946174169182484,0.2053954344019404
True,20,8.0,3.0,0.1,0.0006330111237990368,True,0.19742858804688262,0.5690689952788854,0.18946174169182484,0.2053954344019404
True,20,8.0,3.0,0.05,0.0006330111237990368,True,0.19742858804688262,0.5690689952788854,0.18946174169182484,0.2053954344019404
True,20,8.0,3.0,0.2,0.0006330111237990368,True,0.19751068111972267,0.5688396049330463,0.18970994073394642,0.20531142150549891
True,15,7.0,3.0,0.2,0.0006330111237990368,False,0.19759237955503384,0.5708701703148069,0.18962274241732507,0.2055620166927426
True,15,7.0,3.0,0.05,0.0006330111237990368,False,0.19759892228491366,0.5709074139373705,0.1896255048999986,0.20557233966982869
True,15,7.0,3.0,0.1,0.0006330111237990368,False,0.19759892228491366,0.5709074139373705,0.1896255048999986,0.20557233966982869
True,15,7.0,3.0,0.0,0.0006330111237990368,False,0.19759892228491366,0.5709074139373705,0.1896255048999986,0.20557233966982869
True,20,7.0,3.0,0.2,0.0006330111237990368,False,0.1976314704660831,0.5712761789591784,0.18962274241732507,0.20564019851484108
True,20,7.0,3.0,0.0,0.0006330111237990368,False,0.1976370370817352,0.5713099831095181,0.1896255048999986,0.20564856926347175
True,20,7.0,3.0,0.05,0.0006330111237990368,False,0.1976370370817352,0.5713099831095181,0.1896255048999986,0.20564856926347175
True,20,7.0,3.0,0.1,0.0006330111237990368,False,0.1976370370817352,0.5713099831095181,0.1896255048999986,0.20564856926347175
True,15,6.0,3.0,0.0,0.0006330111237990368,False,0.19787517253394873,0.5713502432949659,0.1904611717944492,0.20528917327344826
True,15,6.0,3.0,0.1,0.0006330111237990368,False,0.19787517253394873,0.5713502432949659,0.1904611717944492,0.20528917327344826
True,15,6.0,3.0,0.2,0.0006330111237990368,False,0.19787517253394873,0.5713502432949659,0.1904611717944492,0.20528917327344826
True,15,6.0,3.0,0.05,0.0006330111237990368,False,0.19787517253394873,0.5713502432949659,0.1904611717944492,0.20528917327344826
True,20,6.0,3.0,0.05,0.0006330111237990368,False,0.1979043661010182,0.5717240153858008,0.1904611717944492,0.2053475604075872
True,20,6.0,3.0,0.1,0.0006330111237990368,False,0.1979043661010182,0.5717240153858008,0.1904611717944492,0.2053475604075872
True,20,6.0,3.0,0.0,0.0006330111237990368,False,0.1979043661010182,0.5717240153858008,0.1904611717944492,0.2053475604075872
True,20,6.0,3.0,0.2,0.0006330111237990368,False,0.1979043661010182,0.5717240153858008,0.1904611717944492,0.2053475604075872
False,15,5.0,12.0,0.0,0.0001582527809497592,False,0.20195173129052862,0.5839696444412792,0.205042828328562,0.19886063425249526
False,15,5.0,12.0,0.05,0.0001582527809497592,False,0.20195173129052862,0.5839696444412792,0.205042828328562,0.19886063425249526
False,15,5.0,12.0,0.1,0.0001582527809497592,False,0.20195173129052862,0.5839696444412792,0.205042828328562,0.19886063425249526
False,15,5.0,12.0,0.2,0.0001582527809497592,False,0.20195173129052862,0.5839696444412792,0.205042828328562,0.19886063425249526
False,20,5.0,12.0,0.2,0.0001582527809497592,False,0.20243227135663064,0.5850326795107926,0.20553024872852083,0.19933429398474045
False,20,5.0,12.0,0.1,0.0001582527809497592,False,0.20243227135663064,0.5850326795107926,0.20553024872852083,0.19933429398474045
False,20,5.0,12.0,0.0,0.0001582527809497592,False,0.20243227135663064,0.5850326795107926,0.20553024872852083,0.19933429398474045
False,20,5.0,12.0,0.05,0.0001582527809497592,False,0.20243227135663064,0.5850326795107926,0.20553024872852083,0.19933429398474045
True,15,5.0,12.0,0.0,0.0001582527809497592,False,0.20252813179202944,0.5863620917218195,0.20423817721555015,0.2008180863685087
True,15,5.0,12.0,0.05,0.0001582527809497592,False,0.20252813179202944,0.5863620917218195,0.20423817721555015,0.2008180863685087
True,15,5.0,12.0,0.1,0.0001582527809497592,False,0.20252813179202944,0.5863620917218195,0.20423817721555015,0.2008180863685087
True,15,5.0,12.0,0.2,0.0001582527809497592,False,0.20252813179202944,0.5863620917218195,0.20423817721555015,0.2008180863685087
False,15,5.0,8.0,0.2,0.0002373791714246388,False,0.2025457892465542,0.5852638033807925,0.20558653081406214,0.19950504767904623
False,15,5.0,8.0,0.1,0.0002373791714246388,False,0.2025457892465542,0.5852638033807925,0.20558653081406214,0.19950504767904623
False,15,5.0,8.0,0.0,0.0002373791714246388,False,0.2025457892465542,0.5852638033807925,0.20558653081406214,0.19950504767904623
False,15,5.0,8.0,0.05,0.0002373791714246388,False,0.2025457892465542,0.5852638033807925,0.20558653081406214,0.19950504767904623
True,20,5.0,12.0,0.0,0.0001582527809497592,False,0.2026102310919691,0.5864488999366517,0.20403132606924143,0.20118913611469677
True,20,5.0,12.0,0.05,0.0001582527809497592,False,0.2026102310919691,0.5864488999366517,0.20403132606924143,0.20118913611469677
True,20,5.0,12.0,0.1,0.0001582527809497592,False,0.2026102310919691,0.5864488999366517,0.20403132606924143,0.20118913611469677
True,20,5.0,12.0,0.2,0.0001582527809497592,False,0.2026102310919691,0.5864488999366517,0.20403132606924143,0.20118913611469677
False,20,5.0,8.0,0.2,0.0002373791714246388,False,0.20298999388445613,0.5862109585424473,0.2060404769150463,0.19993951085386596
False,20,5.0,8.0,0.05,0.0002373791714246388,False,0.20298999388445613,0.5862109585424473,0.2060404769150463,0.19993951085386596
False,20,5.0,8.0,0.0,0.0002373791714246388,False,0.20298999388445613,0.5862109585424473,0.2060404769150463,0.19993951085386596
False,20,5.0,8.0,0.1,0.0002373791714246388,False,0.20298999388445613,0.5862109585424473,0.2060404769150463,0.19993951085386596
True,15,5.0,8.0,0.05,0.0002373791714246388,False,0.20315132503107566,0.5877493597445815,0.20479209058703624,0.2015105594751151
