team,stage,opponent,meet_prob
Jordan,R32,Paraguay,0.00028
Jordan,R32,Ghana,0.0001
Jordan,R32,Croatia,9e-05
Jordan,R32,DR Congo,6e-05
Jordan,R32,Uzbekistan,1e-05
Jordan,SF,England,6e-05
Jordan,SF,France,4e-05
Jordan,SF,Japan,2e-05
Jordan,SF,Germany,2e-05
Jordan,SF,Brazil,1e-05
Jordan,SF,Ecuador,1e-05
Jordan,SF,Austria,1e-05
Jordan,SF,Switzerland,1e-05
Jordan,SF,Netherlands,1e-05
Mexico,FINAL,France,0.00185
Mexico,FINAL,Spain,0.00157
Mexico,FINAL,Argentina,0.00076
Mexico,FINAL,Portugal,0.00071
Mexico,FINAL,Brazil,0.00052
Mexico,FINAL,Netherlands,0.0005
Mexico,FINAL,Colombia,0.00049
Mexico,FINAL,England,0.00046
Mexico,FINAL,Germany,0.00044
Mexico,FINAL,Uruguay,0.00025
Mexico,FINAL,Belgium,0.00021
Mexico,FINAL,Morocco,0.00018
Mexico,FINAL,Croatia,0.00015
Mexico,FINAL,Japan,0.00015
Mexico,FINAL,United States,0.00014
Mexico,FINAL,Austria,9e-05
Mexico,FINAL,Ivory Coast,8e-05
Mexico,FINAL,South Korea,7e-05
Mexico,FINAL,Switzerland,7e-05
Mexico,FINAL,Iran,6e-05
Mexico,FINAL,Senegal,5e-05
Mexico,FINAL,Australia,4e-05
Mexico,FINAL,Algeria,4e-05
Mexico,FINAL,Turkey,3e-05
Mexico,FINAL,Canada,3e-05
Mexico,FINAL,Ecuador,2e-05
Mexico,FINAL,Czechia,2e-05
Mexico,FINAL,Scotland,2e-05
Mexico,FINAL,Panama,1e-05
Mexico,FINAL,Norway,1e-05
Mexico,FINAL,Egypt,1e-05
Mexico,FINAL,South Africa,1e-05
Mexico,FINAL,Sweden,1e-05
Mexico,QF,France,0.0332
Mexico,QF,Brazil,0.03232
Mexico,QF,Germany,0.01784
Mexico,QF,Netherlands,0.01682
Mexico,QF,Senegal,0.0128
Mexico,QF,Japan,0.01223
Mexico,QF,Ivory Coast,0.01109
Mexico,QF,Morocco,0.01098
Mexico,QF,Norway,0.01078
Mexico,QF,Spain,0.00603
Mexico,QF,Ecuador,0.00589
Mexico,QF,Scotland,0.00497
Mexico,QF,Sweden,0.00448
Mexico,QF,Portugal,0.00268
Mexico,QF,Colombia,0.0015
Mexico,QF,Croatia,0.00136
Mexico,QF,Austria,0.00123
Mexico,QF,Uruguay,0.00116
Mexico,QF,Turkey,0.00095
Mexico,QF,Argentina,0.00064
Mexico,QF,Algeria,0.00057
Mexico,QF,Paraguay,0.00055
Mexico,QF,Australia,0.00036
Mexico,QF,United States,0.00028
Mexico,QF,England,0.00024
Mexico,QF,Tunisia,0.00024
Mexico,QF,Ghana,0.00011
Mexico,QF,Uzbekistan,7e-05
Mexico,QF,Belgium,5e-05
Mexico,QF,DR Congo,5e-05
Mexico,QF,Czechia,5e-05
Mexico,QF,Egypt,5e-05
Mexico,QF,Cape Verde,4e-05
Mexico,QF,Switzerland,2e-05
Mexico,QF,Haiti,2e-05
Mexico,QF,Panama,2e-05
Mexico,QF,Saudi Arabia,2e-05
Mexico,QF,Canada,1e-05
Mexico,QF,South Korea,1e-05
Mexico,QF,Iran,1e-05
Mexico,QF,Iraq,1e-05
Mexico,R16,England,0.33437
Mexico,R16,Netherlands,0.04249
Mexico,R16,Morocco,0.0303
Mexico,R16,Brazil,0.02636
Mexico,R16,Japan,0.02008
Mexico,R16,Portugal,0.01955
Mexico,R16,Senegal,0.01715
Mexico,R16,Sweden,0.01707
Mexico,R16,Scotland,0.01424
Mexico,R16,United States,0.01377
Mexico,R16,DR Congo,0.01165
Mexico,R16,Croatia,0.01072
Mexico,R16,Colombia,0.01059
Mexico,R16,Ecuador,0.00894
Mexico,R16,Uzbekistan,0.0083
Mexico,R16,Australia,0.0082
Mexico,R16,Norway,0.00713
Mexico,R16,Ghana,0.00425
Mexico,R16,Algeria,0.00353
Mexico,R16,Austria,0.00235
Mexico,R16,Germany,0.00224
Mexico,R16,Ivory Coast,0.00221
Mexico,R16,Switzerland,0.00195
Mexico,R16,Canada,0.00159
Mexico,R16,Bosnia and Herzegovina,0.00155
Mexico,R16,France,0.00113
Mexico,R16,Turkey,0.00097
Mexico,R16,Iraq,0.00087
Mexico,R16,Paraguay,0.0006
Mexico,R16,Tunisia,0.00055
Mexico,R16,Qatar,0.0005
Mexico,R16,Panama,0.0005
Mexico,R16,Haiti,0.00047
Mexico,R16,Uruguay,0.00022
Mexico,R16,Jordan,0.0002
Mexico,R16,Spain,0.00018
Mexico,R16,Cape Verde,0.00012
Mexico,R16,Saudi Arabia,0.00011
Mexico,R16,Argentina,7e-05
Mexico,R16,Curaçao,2e-05
Mexico,R16,Iran,2e-05
Mexico,R32,Ecuador,0.12306
Mexico,R32,Scotland,0.10528
Mexico,R32,Cape Verde,0.09591
Mexico,R32,Saudi Arabia,0.08198
Mexico,R32,Canada,0.08008
Mexico,R32,Switzerland,0.06725
Mexico,R32,Morocco,0.05773
Mexico,R32,Uruguay,0.05374
Mexico,R32,Bosnia and Herzegovina,0.05166
Mexico,R32,Belgium,0.04625
Mexico,R32,Ivory Coast,0.03535
Mexico,R32,Brazil,0.03517
Mexico,R32,Qatar,0.03377
Mexico,R32,Spain,0.02477
Mexico,R32,Germany,0.02294
Mexico,R32,Iran,0.01939
Mexico,R32,Haiti,0.01878
Mexico,R32,Egypt,0.01322
Mexico,R32,Curaçao,0.00535
Mexico,R32,Norway,0.00445
Mexico,R32,New Zealand,0.0041
Mexico,R32,Senegal,0.00384
Mexico,R32,Sweden,0.00094
Mexico,R32,Iraq,0.0008
Mexico,R32,Japan,0.00053
Mexico,R32,Netherlands,0.00029
Mexico,R32,Tunisia,0.00014
Mexico,R32,France,3e-05
Mexico,SF,Argentina,0.0183
Mexico,SF,Colombia,0.00861
Mexico,SF,Portugal,0.00628
Mexico,SF,Spain,0.00552
Mexico,SF,Uruguay,0.00232
Mexico,SF,Belgium,0.0019
Mexico,SF,France,0.00132
Mexico,SF,Switzerland,0.00122
Mexico,SF,Austria,0.00093
Mexico,SF,United States,0.00092
Mexico,SF,Croatia,0.00084
Mexico,SF,Canada,0.0007
Mexico,SF,Algeria,0.00063
Mexico,SF,Australia,0.0006
Mexico,SF,Iran,0.0005
Mexico,SF,Ecuador,0.00043
Mexico,SF,Germany,0.00041
Mexico,SF,Netherlands,0.00036
Mexico,SF,Turkey,0.00035
Mexico,SF,Egypt,0.0003
Mexico,SF,Senegal,0.00027
Mexico,SF,Brazil,0.00025
Mexico,SF,Czechia,0.00021
Mexico,SF,Paraguay,0.0002
Mexico,SF,Japan,0.00015
Mexico,SF,England,0.00015
Mexico,SF,Morocco,0.00013
Mexico,SF,Ivory Coast,0.00013
Mexico,SF,South Korea,8e-05
Mexico,SF,Norway,8e-05
Mexico,SF,Sweden,6e-05
Mexico,SF,Ghana,6e-05
Mexico,SF,New Zealand,4e-05
Mexico,SF,Panama,4e-05
Mexico,SF,DR Congo,2e-05
Mexico,SF,Scotland,2e-05
Mexico,SF,Saudi Arabia,2e-05
Mexico,SF,Uzbekistan,2e-05
Mexico,SF,Bosnia and Herzegovina,1e-05
Mexico,SF,South Africa,1e-05
Mexico,SF,Cape Verde,1e-05
Morocco,FINAL,Argentina,0.00786
Morocco,FINAL,France,0.00538
Morocco,FINAL,Spain,0.00471
Morocco,FINAL,Brazil,0.00448
Morocco,FINAL,England,0.00396
Morocco,FINAL,Portugal,0.00351
Morocco,FINAL,Colombia,0.00337
Morocco,FINAL,Netherlands,0.00197
Morocco,FINAL,Germany,0.00116
Morocco,FINAL,Uruguay,0.00092
Morocco,FINAL,Belgium,0.00082
Morocco,FINAL,Japan,0.0006
Morocco,FINAL,Switzerland,0.00055
Morocco,FINAL,Austria,0.00047
Morocco,FINAL,Senegal,0.00045
Morocco,FINAL,Ivory Coast,0.00042
Morocco,FINAL,Croatia,0.00038
Morocco,FINAL,Ecuador,0.00033
Morocco,FINAL,United States,0.00026
Morocco,FINAL,Australia,0.00023
Morocco,FINAL,Canada,0.00021
Morocco,FINAL,Mexico,0.00018
Morocco,FINAL,Algeria,0.00016
Morocco,FINAL,Scotland,0.00014
Morocco,FINAL,South Korea,0.00013
Morocco,FINAL,Iran,0.0001
Morocco,FINAL,Sweden,0.0001
Morocco,FINAL,Turkey,8e-05
Morocco,FINAL,Egypt,7e-05
Morocco,FINAL,Czechia,6e-05
Morocco,FINAL,Paraguay,4e-05
Morocco,FINAL,Norway,4e-05
Morocco,FINAL,DR Congo,2e-05
Morocco,FINAL,Ghana,1e-05
Morocco,FINAL,Tunisia,1e-05
Morocco,FINAL,Cape Verde,1e-05
Morocco,QF,France,0.08092
Morocco,QF,England,0.0472
Morocco,QF,Germany,0.02766
Morocco,QF,Brazil,0.01262
Morocco,QF,Mexico,0.01098
Morocco,QF,Netherlands,0.0092
Morocco,QF,Scotland,0.00679
Morocco,QF,Ivory Coast,0.00623
Morocco,QF,Japan,0.00581
Morocco,QF,South Korea,0.00416
Morocco,QF,Norway,0.00355
Morocco,QF,Senegal,0.0035
Morocco,QF,Ecuador,0.00349
Morocco,QF,Sweden,0.00323
Morocco,QF,Portugal,0.00249
Morocco,QF,Turkey,0.00233
Morocco,QF,Spain,0.00209
Morocco,QF,Uruguay,0.00193
Morocco,QF,Colombia,0.00136
Morocco,QF,Paraguay,0.00119
Morocco,QF,Croatia,0.00116
Morocco,QF,Switzerland,0.0011
Morocco,QF,Australia,0.001
Morocco,QF,Czechia,0.00098
Morocco,QF,United States,0.00092
Morocco,QF,Canada,0.00085
Morocco,QF,DR Congo,0.00058
Morocco,QF,Uzbekistan,0.00044
Morocco,QF,Saudi Arabia,0.00037
Morocco,QF,Tunisia,0.00036
Morocco,QF,Algeria,0.00026
Morocco,QF,Cape Verde,0.00025
Morocco,QF,Ghana,0.0002
Morocco,QF,Bosnia and Herzegovina,0.0002
Morocco,QF,South Africa,0.00017
Morocco,QF,Austria,0.00012
Morocco,QF,Belgium,0.0001
Morocco,QF,Iran,9e-05
Morocco,QF,Qatar,6e-05
Morocco,QF,Panama,5e-05
Morocco,QF,Egypt,5e-05
Morocco,QF,Iraq,4e-05
Morocco,QF,Haiti,3e-05
Morocco,QF,Jordan,1e-05
Morocco,R16,South Korea,0.05907
Morocco,R16,France,0.05002
Morocco,R16,Norway,0.03967
Morocco,R16,Switzerland,0.03475
Morocco,R16,Senegal,0.03444
Morocco,R16,England,0.03302
Morocco,R16,Canada,0.03281
Morocco,R16,Mexico,0.0303
Morocco,R16,Ivory Coast,0.02852
Morocco,R16,Czechia,0.01983
Morocco,R16,Germany,0.01799
Morocco,R16,Ecuador,0.01746
Morocco,R16,Bosnia and Herzegovina,0.01314
Morocco,R16,Qatar,0.00623
Morocco,R16,South Africa,0.00547
Morocco,R16,Portugal,0.00182
Morocco,R16,Japan,0.00178
Morocco,R16,Sweden,0.00154
Morocco,R16,Netherlands,0.00148
Morocco,R16,Turkey,0.00126
Morocco,R16,DR Congo,0.00102
Morocco,R16,Croatia,0.00086
Morocco,R16,Colombia,0.00081
Morocco,R16,Uzbekistan,0.00071
Morocco,R16,Paraguay,0.00069
Morocco,R16,Australia,0.00063
Morocco,R16,Iraq,0.00052
Morocco,R16,Ghana,0.00046
Morocco,R16,United States,0.00041
Morocco,R16,Tunisia,0.00026
Morocco,R16,Algeria,0.00019
Morocco,R16,Curaçao,0.00018
Morocco,R16,Saudi Arabia,0.00012
Morocco,R16,Uruguay,0.00012
Morocco,R16,Austria,0.0001
Morocco,R16,Spain,9e-05
Morocco,R16,Cape Verde,7e-05
Morocco,R16,Panama,7e-05
Morocco,R16,Iran,6e-05
Morocco,R16,Belgium,4e-05
Morocco,R16,Egypt,3e-05
Morocco,R16,Argentina,1e-05
Morocco,R32,Netherlands,0.27149
Morocco,R32,Japan,0.20018
Morocco,R32,Sweden,0.18748
Morocco,R32,Germany,0.08943
Morocco,R32,Mexico,0.05773
Morocco,R32,Ivory Coast,0.03435
Morocco,R32,South Korea,0.02382
Morocco,R32,Tunisia,0.01094
Morocco,R32,Ecuador,0.00325
Morocco,R32,Czechia,0.00256
Morocco,R32,France,0.00049
Morocco,R32,South Africa,0.00019
Morocco,R32,Norway,8e-05
Morocco,R32,Curaçao,4e-05
Morocco,R32,Senegal,1e-05
Morocco,SF,Spain,0.02112
Morocco,SF,Argentina,0.02111
Morocco,SF,Portugal,0.01288
Morocco,SF,Colombia,0.01269
Morocco,SF,Belgium,0.00632
Morocco,SF,Uruguay,0.0053
Morocco,SF,Croatia,0.00354
Morocco,SF,United States,0.00347
Morocco,SF,Austria,0.00298
Morocco,SF,Switzerland,0.00213
Morocco,SF,Australia,0.00195
Morocco,SF,Algeria,0.00167
Morocco,SF,Iran,0.00097
Morocco,SF,Canada,0.00089
Morocco,SF,England,0.00072
Morocco,SF,Egypt,0.00066
Morocco,SF,Ecuador,0.00061
Morocco,SF,Czechia,0.00056
Morocco,SF,Senegal,0.00051
Morocco,SF,Turkey,0.00039
Morocco,SF,Paraguay,0.00033
Morocco,SF,South Korea,0.00027
Morocco,SF,Germany,0.00024
Morocco,SF,DR Congo,0.00014
Morocco,SF,Norway,0.00014
Morocco,SF,Netherlands,0.00013
Morocco,SF,Mexico,0.00013
Morocco,SF,Ivory Coast,0.00012
Morocco,SF,Saudi Arabia,0.0001
Morocco,SF,South Africa,9e-05
Morocco,SF,Ghana,8e-05
Morocco,SF,Uzbekistan,8e-05
Morocco,SF,Japan,7e-05
Morocco,SF,France,6e-05
Morocco,SF,Cape Verde,6e-05
Morocco,SF,Panama,6e-05
Morocco,SF,Bosnia and Herzegovina,6e-05
Morocco,SF,Sweden,3e-05
Morocco,SF,Qatar,1e-05
Morocco,SF,New Zealand,1e-05
Netherlands,FINAL,Argentina,0.017
Netherlands,FINAL,France,0.00925
Netherlands,FINAL,England,0.00893
Netherlands,FINAL,Spain,0.00809
Netherlands,FINAL,Portugal,0.00674
Netherlands,FINAL,Colombia,0.00648
Netherlands,FINAL,Brazil,0.00612
Netherlands,FINAL,Germany,0.00221
Netherlands,FINAL,Uruguay,0.00209
Netherlands,FINAL,Morocco,0.00197
Netherlands,FINAL,Japan,0.0017
Netherlands,FINAL,Senegal,0.00135
Netherlands,FINAL,Belgium,0.00135
Netherlands,FINAL,Switzerland,0.00093
Netherlands,FINAL,Croatia,0.00085
Netherlands,FINAL,Ivory Coast,0.00061
Netherlands,FINAL,Austria,0.0006
Netherlands,FINAL,Australia,0.00056
Netherlands,FINAL,United States,0.00056
Netherlands,FINAL,Mexico,0.0005
Netherlands,FINAL,Ecuador,0.00046
Netherlands,FINAL,Algeria,0.00036
Netherlands,FINAL,Canada,0.00035
Netherlands,FINAL,Sweden,0.00027
Netherlands,FINAL,Turkey,0.00025
Netherlands,FINAL,Scotland,0.00024
Netherlands,FINAL,South Korea,0.00023
Netherlands,FINAL,Czechia,0.0002
Netherlands,FINAL,Iran,0.00018
Netherlands,FINAL,Egypt,0.00016
Netherlands,FINAL,Norway,0.00014
Netherlands,FINAL,Paraguay,0.00014
Netherlands,FINAL,DR Congo,5e-05
Netherlands,FINAL,Uzbekistan,4e-05
Netherlands,FINAL,Saudi Arabia,3e-05
Netherlands,FINAL,Ghana,1e-05
Netherlands,FINAL,Cape Verde,1e-05
Netherlands,QF,France,0.13266
Netherlands,QF,England,0.06791
Netherlands,QF,Germany,0.04211
Netherlands,QF,Mexico,0.01682
Netherlands,QF,Brazil,0.01088
Netherlands,QF,Morocco,0.0092
Netherlands,QF,Japan,0.00911
Netherlands,QF,Ivory Coast,0.00819
Netherlands,QF,Sweden,0.00633
Netherlands,QF,South Korea,0.00623
Netherlands,QF,Scotland,0.00495
Netherlands,QF,Ecuador,0.00435
Netherlands,QF,Portugal,0.00423
Netherlands,QF,Norway,0.004
Netherlands,QF,Spain,0.00397
Netherlands,QF,Turkey,0.00332
Netherlands,QF,Senegal,0.00328
Netherlands,QF,Uruguay,0.00313
Netherlands,QF,Paraguay,0.00226
Netherlands,QF,Colombia,0.00221
Netherlands,QF,Switzerland,0.00206
Netherlands,QF,Croatia,0.00205
Netherlands,QF,Australia,0.00158
Netherlands,QF,Czechia,0.00155
Netherlands,QF,United States,0.00146
Netherlands,QF,Canada,0.00127
Netherlands,QF,DR Congo,0.00079
Netherlands,QF,Uzbekistan,0.00075
Netherlands,QF,Saudi Arabia,0.00064
Netherlands,QF,Argentina,0.00061
Netherlands,QF,Austria,0.00047
Netherlands,QF,Cape Verde,0.00044
Netherlands,QF,Algeria,0.00042
Netherlands,QF,Tunisia,0.00041
Netherlands,QF,Ghana,0.00028
Netherlands,QF,Bosnia and Herzegovina,0.00024
Netherlands,QF,South Africa,0.00022
Netherlands,QF,Belgium,0.00015
Netherlands,QF,Egypt,0.00013
Netherlands,QF,Qatar,0.00013
Netherlands,QF,Haiti,0.00012
Netherlands,QF,Iran,0.00011
Netherlands,QF,Iraq,9e-05
Netherlands,QF,Jordan,2e-05
Netherlands,QF,Panama,2e-05
Netherlands,QF,Curaçao,1e-05
Netherlands,QF,New Zealand,1e-05
Netherlands,R16,South Korea,0.07892
Netherlands,R16,Switzerland,0.04871
Netherlands,R16,Norway,0.0477
Netherlands,R16,Canada,0.04653
Netherlands,R16,Mexico,0.04249
Netherlands,R16,Ivory Coast,0.04242
Netherlands,R16,Senegal,0.04216
Netherlands,R16,Germany,0.04193
Netherlands,R16,Czechia,0.02892
Netherlands,R16,Ecuador,0.0221
Netherlands,R16,Bosnia and Herzegovina,0.01885
Netherlands,R16,France,0.01148
Netherlands,R16,Qatar,0.00887
Netherlands,R16,South Africa,0.00766
Netherlands,R16,Turkey,0.00336
Netherlands,R16,Scotland,0.00199
Netherlands,R16,Belgium,0.00188
Netherlands,R16,Paraguay,0.00186
Netherlands,R16,Morocco,0.00148
Netherlands,R16,Australia,0.00142
Netherlands,R16,Brazil,0.00142
Netherlands,R16,Colombia,0.00118
Netherlands,R16,United States,0.00112
Netherlands,R16,Iran,0.00064
Netherlands,R16,Portugal,0.00055
Netherlands,R16,Iraq,0.00046
Netherlands,R16,Egypt,0.0004
Netherlands,R16,Curaçao,0.00022
Netherlands,R16,England,0.00017
Netherlands,R16,Haiti,0.00013
Netherlands,R16,Croatia,0.00012
Netherlands,R16,Uruguay,0.00011
Netherlands,R16,Ghana,8e-05
Netherlands,R16,Saudi Arabia,7e-05
Netherlands,R16,Spain,5e-05
Netherlands,R16,DR Congo,4e-05
Netherlands,R16,Panama,3e-05
Netherlands,R16,New Zealand,2e-05
Netherlands,R16,Uzbekistan,1e-05
Netherlands,R16,Cape Verde,1e-05
Netherlands,R32,Brazil,0.3086
Netherlands,R32,Morocco,0.27149
Netherlands,R32,Scotland,0.19489
Netherlands,R32,France,0.11219
Netherlands,R32,Haiti,0.01
Netherlands,R32,Norway,0.00717
Netherlands,R32,Germany,0.00415
Netherlands,R32,United States,0.0036
Netherlands,R32,Australia,0.00235
Netherlands,R32,Ivory Coast,0.00176
Netherlands,R32,Switzerland,0.00153
Netherlands,R32,Canada,0.00117
Netherlands,R32,Senegal,0.00075
Netherlands,R32,Turkey,0.00037
Netherlands,R32,Bosnia and Herzegovina,0.00032
Netherlands,R32,Mexico,0.00029
Netherlands,R32,Paraguay,0.00025
Netherlands,R32,Ecuador,0.00014
Netherlands,R32,Qatar,0.00013
Netherlands,R32,South Korea,0.00011
Netherlands,R32,Iraq,5e-05
Netherlands,R32,South Africa,2e-05
Netherlands,R32,Czechia,1e-05
Netherlands,SF,Spain,0.03917
Netherlands,SF,Argentina,0.0304
Netherlands,SF,Portugal,0.02256
Netherlands,SF,Colombia,0.01866
Netherlands,SF,Belgium,0.01197
Netherlands,SF,Uruguay,0.00902
Netherlands,SF,United States,0.00641
Netherlands,SF,Croatia,0.00628
Netherlands,SF,Austria,0.00563
Netherlands,SF,Australia,0.00376
Netherlands,SF,Algeria,0.00298
Netherlands,SF,Switzerland,0.00278
Netherlands,SF,Iran,0.00178
Netherlands,SF,England,0.00137
Netherlands,SF,Canada,0.00125
Netherlands,SF,Czechia,0.00114
Netherlands,SF,Ecuador,0.00109
Netherlands,SF,Egypt,0.00098
Netherlands,SF,Senegal,0.00081
Netherlands,SF,Turkey,0.00077
Netherlands,SF,France,0.00062
Netherlands,SF,Germany,0.00054
Netherlands,SF,Paraguay,0.00044
Netherlands,SF,South Korea,0.00039
Netherlands,SF,Mexico,0.00036
Netherlands,SF,Japan,0.00024
Netherlands,SF,Norway,0.0002
Netherlands,SF,Ivory Coast,0.0002
Netherlands,SF,Brazil,0.00018
Netherlands,SF,Ghana,0.00018
Netherlands,SF,DR Congo,0.00017
Netherlands,SF,Uzbekistan,0.00014
Netherlands,SF,Bosnia and Herzegovina,0.00014
Netherlands,SF,Morocco,0.00013
Netherlands,SF,Sweden,0.00013
Netherlands,SF,Saudi Arabia,0.0001
Netherlands,SF,Cape Verde,9e-05
Netherlands,SF,Panama,5e-05
Netherlands,SF,South Africa,4e-05
Netherlands,SF,Scotland,3e-05
Netherlands,SF,Qatar,2e-05
Netherlands,SF,New Zealand,1e-05
Netherlands,SF,Jordan,1e-05
New Zealand,FINAL,Spain,2e-05
New Zealand,FINAL,France,1e-05
New Zealand,FINAL,Argentina,1e-05
New Zealand,QF,Argentina,0.00148
New Zealand,QF,Spain,0.00133
New Zealand,QF,Colombia,0.00069
New Zealand,QF,Portugal,0.00064
New Zealand,QF,Austria,0.00038
New Zealand,QF,Uruguay,0.00035
New Zealand,QF,Croatia,0.00026
New Zealand,QF,Algeria,0.00014
New Zealand,QF,Belgium,0.00013
New Zealand,QF,Iran,0.0001
New Zealand,QF,Australia,7e-05
New Zealand,QF,Egypt,5e-05
New Zealand,QF,Paraguay,5e-05
New Zealand,QF,Switzerland,5e-05
New Zealand,QF,Canada,5e-05
New Zealand,QF,Turkey,4e-05
New Zealand,QF,Uzbekistan,3e-05
New Zealand,QF,Senegal,3e-05
New Zealand,QF,United States,3e-05
New Zealand,QF,England,3e-05
New Zealand,QF,Ecuador,2e-05
New Zealand,QF,Norway,2e-05
New Zealand,QF,Cape Verde,2e-05
New Zealand,QF,Ghana,2e-05
New Zealand,QF,South Korea,1e-05
New Zealand,QF,Panama,1e-05
New Zealand,QF,Netherlands,1e-05
New Zealand,QF,Japan,1e-05
New Zealand,R16,Argentina,0.01633
New Zealand,R16,Colombia,0.01152
New Zealand,R16,Portugal,0.00679
New Zealand,R16,United States,0.00537
New Zealand,R16,Australia,0.00353
New Zealand,R16,Uruguay,0.00246
New Zealand,R16,Spain,0.00219
New Zealand,R16,Austria,0.00156
New Zealand,R16,Ecuador,0.00148
New Zealand,R16,Croatia,0.00095
New Zealand,R16,Switzerland,0.00081
New Zealand,R16,Ghana,0.0007
New Zealand,R16,Senegal,0.00069
New Zealand,R16,Bosnia and Herzegovina,0.00068
New Zealand,R16,Algeria,0.0006
New Zealand,R16,Turkey,0.00059
New Zealand,R16,Norway,0.00051
New Zealand,R16,Germany,0.00051
New Zealand,R16,Canada,0.00049
New Zealand,R16,Ivory Coast,0.00037
New Zealand,R16,Paraguay,0.00034
New Zealand,R16,Cape Verde,0.00029
New Zealand,R16,Qatar,0.00021
New Zealand,R16,Saudi Arabia,0.0002
New Zealand,R16,DR Congo,0.00018
New Zealand,R16,Panama,0.00017
New Zealand,R16,Uzbekistan,0.00011
New Zealand,R16,England,0.00011
New Zealand,R16,Sweden,0.0001
New Zealand,R16,Japan,0.0001
New Zealand,R16,France,6e-05
New Zealand,R16,Jordan,5e-05
New Zealand,R16,Iraq,4e-05
New Zealand,R16,Tunisia,3e-05
New Zealand,R16,Netherlands,2e-05
New Zealand,R16,Scotland,2e-05
New Zealand,R16,Haiti,1e-05
New Zealand,R16,Curaçao,1e-05
New Zealand,R32,Australia,0.05647
New Zealand,R32,Switzerland,0.05453
New Zealand,R32,Canada,0.04835
New Zealand,R32,United States,0.03785
New Zealand,R32,Turkey,0.02029
New Zealand,R32,Paraguay,0.01727
New Zealand,R32,Czechia,0.01468
New Zealand,R32,Bosnia and Herzegovina,0.01318
New Zealand,R32,France,0.0105
New Zealand,R32,Qatar,0.00587
New Zealand,R32,South Korea,0.00587
New Zealand,R32,South Africa,0.0054
New Zealand,R32,Mexico,0.0041
New Zealand,R32,Cape Verde,0.00329
New Zealand,R32,Saudi Arabia,0.00231
New Zealand,R32,Algeria,0.00223
New Zealand,R32,Norway,0.00178
New Zealand,R32,Uruguay,0.00172
New Zealand,R32,Austria,0.00143
New Zealand,R32,Senegal,0.00114
New Zealand,R32,Ecuador,0.00068
New Zealand,R32,Spain,0.00068
New Zealand,R32,Jordan,0.00043
New Zealand,R32,Ivory Coast,0.00021
New Zealand,R32,Germany,0.00012
New Zealand,R32,Iraq,0.0001
New Zealand,R32,Argentina,8e-05
New Zealand,R32,Curaçao,3e-05
New Zealand,SF,England,9e-05
New Zealand,SF,France,5e-05
New Zealand,SF,Mexico,4e-05
New Zealand,SF,Brazil,3e-05
New Zealand,SF,Ivory Coast,2e-05
New Zealand,SF,Scotland,2e-05
New Zealand,SF,Japan,2e-05
New Zealand,SF,Senegal,1e-05
New Zealand,SF,Norway,1e-05
New Zealand,SF,Morocco,1e-05
New Zealand,SF,Sweden,1e-05
New Zealand,SF,Netherlands,1e-05
New Zealand,SF,Ecuador,1e-05
New Zealand,SF,Czechia,1e-05
New Zealand,SF,Germany,1e-05
Norway,FINAL,France,0.0009
Norway,FINAL,Spain,0.00054
Norway,FINAL,Argentina,0.00033
Norway,FINAL,Portugal,0.00026
Norway,FINAL,Colombia,0.00024
Norway,FINAL,England,0.00022
Norway,FINAL,Brazil,0.00021
Norway,FINAL,Netherlands,0.00014
Norway,FINAL,Germany,0.0001
Norway,FINAL,Uruguay,5e-05
Norway,FINAL,Algeria,4e-05
Norway,FINAL,Morocco,4e-05
Norway,FINAL,United States,3e-05
Norway,FINAL,Ivory Coast,3e-05
Norway,FINAL,Belgium,3e-05
Norway,FINAL,Croatia,2e-05
Norway,FINAL,Japan,2e-05
Norway,FINAL,Australia,2e-05
Norway,FINAL,South Korea,1e-05
Norway,FINAL,Ecuador,1e-05
Norway,FINAL,Switzerland,1e-05
Norway,FINAL,Mexico,1e-05
Norway,FINAL,Canada,1e-05
Norway,FINAL,Austria,1e-05
Norway,FINAL,Czechia,1e-05
Norway,FINAL,Scotland,1e-05
Norway,QF,England,0.04241
Norway,QF,Mexico,0.01078
Norway,QF,Spain,0.00656
Norway,QF,Brazil,0.00512
Norway,QF,Portugal,0.00473
Norway,QF,Argentina,0.00472
Norway,QF,Senegal,0.00448
Norway,QF,South Korea,0.00414
Norway,QF,Netherlands,0.004
Norway,QF,Morocco,0.00355
Norway,QF,Uruguay,0.00297
Norway,QF,Ecuador,0.00275
Norway,QF,Colombia,0.00257
Norway,QF,Croatia,0.00222
Norway,QF,Japan,0.00192
Norway,QF,Scotland,0.0016
Norway,QF,Austria,0.00128
Norway,QF,Switzerland,0.00115
Norway,QF,Germany,0.00113
Norway,QF,Ivory Coast,0.00096
Norway,QF,Czechia,0.00086
Norway,QF,Sweden,0.00079
Norway,QF,Canada,0.00071
Norway,QF,DR Congo,0.00062
Norway,QF,Uzbekistan,0.00053
Norway,QF,Algeria,0.00046
Norway,QF,Belgium,0.00037
Norway,QF,Saudi Arabia,0.00035
Norway,QF,Ghana,0.00033
Norway,QF,Cape Verde,0.00027
Norway,QF,Australia,0.0002
Norway,QF,United States,0.00019
Norway,QF,Bosnia and Herzegovina,0.00015
Norway,QF,Iran,0.00011
Norway,QF,Egypt,0.00011
Norway,QF,Turkey,0.0001
Norway,QF,France,0.0001
Norway,QF,South Africa,9e-05
Norway,QF,Paraguay,8e-05
Norway,QF,Qatar,6e-05
